"user_id","rank","artist_id","timeframe","artist","genres","artist_url","artist_image","popularity"
"12153521253",41,"13ubrt8QOOCPljQ2FL1Kca",Long,A$AP Rocky,east coast hip hop; hip hop; rap; trap; underground hip hop,https://open.spotify.com/artist/13ubrt8QOOCPljQ2FL1Kca,https://i.scdn.co/image/cce607c4d975ae49d68b484eaef51a6413fa73b1,84
"12120382831",41,"4L0gz16xuM1as1OgYzh1SR",Long,Kensuke Ushio,anime score; japanese soundtrack; otacore,https://open.spotify.com/artist/4L0gz16xuM1as1OgYzh1SR,https://i.scdn.co/image/3d7d99b9f3b21c73136d472b47725f20cc6410e8,60
"12153521253",42,"7CajNmpbOovFoOoasH2HaY",Long,Calvin Harris,dance pop; edm; electro house; house; pop; pop dance; progressive house; uk dance,https://open.spotify.com/artist/7CajNmpbOovFoOoasH2HaY,https://i.scdn.co/image/af53b9a94b36d4d1af390841f23b7d7c4fcaf9b8,86
"12120382831",42,"1URnnhqYAYcrqrcwql10ft",Long,"21 Savage",atl hip hop; rap; trap,https://open.spotify.com/artist/1URnnhqYAYcrqrcwql10ft,https://i.scdn.co/image/fcbc4560c03099fec55cf55054932ca3808e33d3,88
"12120382831",43,"3dz0NnIZhtKKeXZxLOxCam",Long,Porter Robinson,big room; brostep; complextro; edm; electro house; moombahton; progressive electro house,https://open.spotify.com/artist/3dz0NnIZhtKKeXZxLOxCam,https://i.scdn.co/image/b35548da90adec80caae768cb6ec5a75638f9368,66
"12153521253",43,"0Vw76uk7P8yVtTClWyOhac",Long,HONNE,pop; uk pop,https://open.spotify.com/artist/0Vw76uk7P8yVtTClWyOhac,https://i.scdn.co/image/67f383563a69822108155fd0b80b8b0a12f0869f,72
"12153521253",44,"6vWDO969PvNqNYHIOW5v0m",Long,Beyoncé,dance pop; pop; post-teen pop; r&b,https://open.spotify.com/artist/6vWDO969PvNqNYHIOW5v0m,https://i.scdn.co/image/ad8b0e5a18a5a443a2678768bd73f59833941abc,87
"12120382831",44,"6TQj5BFPooTa08A7pk8AQ1",Long,Kaskade,big room; chicago house; edm; electro house; house; pop; pop dance; progressive house; tropical house; vocal house,https://open.spotify.com/artist/6TQj5BFPooTa08A7pk8AQ1,https://i.scdn.co/image/97d416a8ffb59ec86022434ce323ee01f5c8e265,72
"12153521253",45,"1CoZyIx7UvdxT5c8UkMzHd",Long,Jorja Smith,pop; uk contemporary r&b,https://open.spotify.com/artist/1CoZyIx7UvdxT5c8UkMzHd,https://i.scdn.co/image/553ec9728cc53f47b8d7d5f23f17a1e1957122c2,77
"12120382831",45,"3Rq3YOF9YG9YfCWD4D56RZ",Long,Nujabes,chillhop; downtempo; japanese chillhop; jazz rap,https://open.spotify.com/artist/3Rq3YOF9YG9YfCWD4D56RZ,https://i.scdn.co/image/893d9987e484b87e034f67407da2d9c4e4657914,64
"12153521253",46,"20JZFwl6HVl6yg8a4H3ZqK",Long,Panic! At The Disco,baroque pop; emo; modern rock,https://open.spotify.com/artist/20JZFwl6HVl6yg8a4H3ZqK,https://i.scdn.co/image/58518a04cdd1f20a24cf0545838f3a7b775f8080,82
"12120382831",46,"15UsOTVnJzReFVN1VCnxy4",Long,XXXTENTACION,emo rap; miami hip hop,https://open.spotify.com/artist/15UsOTVnJzReFVN1VCnxy4,https://i.scdn.co/image/942afa81f0a2298ead0c154fb7b4b606de48d9e6,92
"12153521253",47,"5Pwc4xIPtQLFEnJriah9YJ",Long,OneRepublic,dance pop; neo mellow; piano rock; pop; pop rock,https://open.spotify.com/artist/5Pwc4xIPtQLFEnJriah9YJ,https://i.scdn.co/image/5d3c1ba4fe1c8bf44591864e725d7b0f98e46755,83
"12120382831",47,"0c173mlxpT3dSFRgMO8XPh",Long,Big Sean,detroit hip hop; hip hop; pop rap; rap; southern hip hop; trap,https://open.spotify.com/artist/0c173mlxpT3dSFRgMO8XPh,https://i.scdn.co/image/c34667b11ae7fe716a8bcbf14ecc4683da255542,85
"12120382831",48,"0ONHkAv9pCAFxb0zJwDNTy",Long,Pusha T,gangster rap; hip hop; pop rap; rap; southern hip hop; trap; underground hip hop; virginia hip hop,https://open.spotify.com/artist/0ONHkAv9pCAFxb0zJwDNTy,https://i.scdn.co/image/9af694963c6fea22c1f1ec23771b9c39fd13c281,72
"12153521253",48,"0jW6R8CVyVohuUJVcuweDI",Long,The Piano Guys,bow pop; classify,https://open.spotify.com/artist/0jW6R8CVyVohuUJVcuweDI,https://i.scdn.co/image/4455bd021e21611e4a6669c97aab44618ea8417d,70
"12153521253",49,"7H6dkUChT5EoOQtUVMg4cN",Long,Hunter Hayes,contemporary country; country; country road; modern country rock; neo mellow; pop; pop rock; post-teen pop,https://open.spotify.com/artist/7H6dkUChT5EoOQtUVMg4cN,https://i.scdn.co/image/9b7cc78b65e03afcb2c3a4a79e0a4e9815308deb,64
"12120382831",49,"21mKp7DqtSNHhCAU2ugvUw",Long,ODESZA,chillwave; ninja,https://open.spotify.com/artist/21mKp7DqtSNHhCAU2ugvUw,https://i.scdn.co/image/2d45e04208b55f434f31c6a46ee33e1693d23a9b,72
